id,count
351,14632
2329,11007
2352,10268
3511,7974
3828,7052
2396,5239
3907,4169
2734,4154
1596,4112
4158,3953
2012209,3864
2673,3539
2665,3388
2725,3289
216,3236
2066,2924
2511,2907
1524,2818
1760,2792
1177,2759
3960,2629
565,2612
3926,2545
3737,2540
1184,2527
3596,2433
4095,2374
4140,2296
2276,2253
2758,2222
615,2173
3165,2172
2134,2138
1186,2137
3534,2129
2434,2114
704,2021
2212,2019
2351,1980
3948,1967
812,1873
3912,1838
2116,1796
2443,1791
643,1782
3450,1772
2819,1751
3788,1732
3762,1697
3766,1690
2007,1688
2012285,1677
3593,1670
3827,1642
3205,1621
3653,1616
3440,1612
3164,1570
3938,1568
3983,1556
2450,1545
3899,1538
3908,1538
3222,1488
3250,1487
1383,1486
955,1469
2065,1460
2555,1458
3904,1442
3579,1441
3682,1435
3527,1422
3818,1417
3352,1405
3823,1393
2831,1388
3246,1381
3093,1371
2356,1367
2856,1351
3692,1349
3387,1340
3910,1313
2289,1293
3009,1289
2840,1286
3803,1282
514,1280
662,1262
3561,1251
4085,1239
2720,1237
3824,1233
3819,1212
2669,1210
3263,1204
1157,1203
3233,1203
2527,1200
3210,1197
3856,1190
3952,1189
3982,1185
3822,1183
3830,1182
1127,1162
2649,1162
2654,1162
3228,1159
3648,1155
1013,1154
1848,1152
1492,1148
301,1140
3672,1139
3861,1130
2314,1124
3903,1114
3116,1110
4011,1106
2770,1102
3829,1096
3922,1093
3954,1092
3563,1091
2494,1089
2551,1087
3906,1083
3601,1080
3913,1075
3885,1072
2096,1070
2466,1069
3424,1069
1027,1067
3826,1067
3880,1066
3889,1059
3267,1058
1228,1056
4034,1055
3026,1051
3862,1042
2735,1041
3980,1040
2035,1039
2691,1038
1330,1036
3892,1035
506,1033
2070,1030
3698,1026
3717,1024
3838,1019
2728,1014
3211,1011
1986,1007
1484,1005
2750,1005
2821,999
3944,995
3915,984
2637,982
3927,982
1019,980
1942,976
3308,976
2327,975
3214,971
3814,971
2025,967
2729,965
3203,965
3932,964
2256,958
1757,955
3584,953
3625,953
669,952
2865,949
1461,942
3169,940
3868,940
3858,938
3925,938
2959,935
3523,933
1096,932
1403,932
3833,932
2471,929
3243,928
3888,928
3103,926
3815,926
2621,923
3728,923
187,921
1851,921
3605,921
3839,921
4063,921
3484,919
2368,915
2355,912
3853,911
3236,909
3864,905
1113,904
3863,904
3911,904
4099,904
3801,903
2799,902
633,901
726,901
3018,901
1888,895
3036,893
3572,893
3993,891
2912,890
3895,888
3701,887
2937,886
3602,885
3855,885
2263,883
2788,882
3476,882
2508,881
1444,879
3940,878
3902,877
1476,874
3697,874
174,873
3978,873
649,870
3821,869
663,867
3449,867
1351,864
511,863
3430,863
2966,862
3987,862
2967,861
3783,860
2850,859
2759,857
3816,856
3877,856
3886,856
3043,855
3254,855
2913,851
1018,850
3896,850
3930,849
3946,849
3807,847
3985,847
1430,844
2444,844
3393,843
3577,843
2919,841
3941,841
644,840
2723,840
1411,839
3969,839
2645,838
1360,837
1799,837
1445,835
1237,834
3831,832
3851,831
4016,831
3242,828
3575,828
2751,827
2769,827
2900,825
2870,824
2209,823
3480,823
3953,823
3494,821
3515,818
4042,818
3914,817
485,815
3420,814
749,812
1264,812
3513,812
628,811
3645,811
3820,811
1353,810
2451,810
3812,810
1485,809
1998,807
1480,805
2478,805
2533,804
3967,804
1300,803
2030,802
2923,801
3245,801
3714,801
3897,799
3529,798
4093,796
2495,794
3453,794
2103,792
3837,792
3923,792
839,791
3478,791
2581,790
3192,790
2502,789
3690,789
3882,789
1155,788
2378,788
3890,788
1188,787
3503,787
3459,786
3614,786
4014,782
2184,780
3638,779
3752,777
4024,777
3608,776
3949,776
2080,775
2266,775
3825,775
3843,771
3990,771
1713,770
3898,769
3544,768
3943,768
3567,767
3675,766
2619,765
2253,764
2560,764
3118,764
3832,764
3745,763
3451,762
2600,761
3810,760
892,758
998,758
2914,758
3970,758
3056,757
3994,757
3917,756
3968,756
3318,755
3731,755
1798,751
3854,751
3959,751
3181,750
3741,750
1385,749
3884,748
2843,747
3976,747
1849,746
4012,746
2846,745
3866,745
1311,744
3457,744
1427,743
3391,743
3979,742
2853,741
2136,737
1748,736
2689,736
3301,736
3077,735
3742,734
3881,733
3956,733
1348,732
3362,732
3871,732
717,730
2564,730
3887,730
3074,729
2829,727
1357,724
3090,723
2894,722
3939,722
4077,722
3797,721
3804,720
2952,719
4047,719
3789,718
2028,717
3876,717
1486,716
3365,716
3859,716
4005,716
1478,715
2897,714
3644,714
3975,713
3995,713
365,712
671,712
1407,712
1742,712
3226,710
3867,710
3869,710
1229,709
3874,709
747,708
3022,708
1889,707
2687,707
2817,707
3756,707
2628,706
3746,701
1256,699
1479,699
1864,699
2249,699
1252,698
1856,698
2903,698
2790,696
3229,696
722,694
1548,694
2904,692
3426,692
3546,692
3689,691
3702,691
3076,689
621,688
107,687
816,687
2648,684
4045,683
1949,682
3573,682
899,681
3849,679
3900,679
2362,678
3981,678
4028,678
3486,677
3918,677
1297,676
2161,676
3842,676
4117,676
3713,675
3053,673
3126,673
4007,673
1601,671
3935,671
4026,670
3120,669
3738,669
1332,668
3684,668
3805,668
1131,667
1197,667
929,666
3436,666
2022,665
4043,665
2722,664
3950,664
2169,663
2575,663
3796,663
548,662
1124,662
1227,662
2401,662
4025,662
139,661
719,661
3223,661
3817,661
3920,661
2659,660
3590,660
3847,659
4031,659
2012107,658
1554,657
3929,657
182,656
1178,656
3340,656
1518,655
2349,655
3809,655
1508,654
1924,654
3619,653
731,652
1116,651
3220,651
3934,651
544,649
2382,649
1614,648
2633,648
3166,648
3491,648
3782,648
3846,647
2233,646
3687,646
3848,646
3660,645
3955,645
1183,644
2255,644
651,641
1260,641
1350,641
2942,641
3231,641
3651,640
2608,639
2971,639
3479,638
3489,638
640,637
2848,637
3695,637
3324,636
1520,634
2640,634
1577,633
3764,633
1744,632
2463,631
2562,631
3759,631
3989,631
1002,630
1320,630
1543,630
3760,630
1052,629
2281,629
3747,629
1867,628
806,627
3526,626
3569,626
3613,626
1436,625
1535,625
1918,625
3015,625
3553,625
3771,624
2218,623
2386,623
2677,623
3099,623
3354,623
3658,623
2027,622
3763,622
196,621
2247,621
3013,621
3811,621
2613,620
2986,620
3146,620
3725,620
1426,619
1933,619
2128,619
4003,619
746,618
1482,618
3770,618
3875,618
1225,617
1443,617
2273,617
2670,617
3798,617
2092,616
3679,616
0,615
1059,614
2461,614
3850,614
4002,614
1489,613
2631,613
3191,613
3860,612
3986,612
4098,612
331,611
1140,611
1328,611
1887,611
3758,611
3901,611
3091,610
457,609
1556,609
2605,609
2668,609
2721,609
2868,609
3199,609
3909,609
1994,608
2111,607
3743,607
994,606
1797,606
2493,606
2700,606
3046,606
3616,606
1250,605
2032,605
2307,605
3522,605
2875,604
1077,603
2606,603
683,601
3623,601
4033,601
1513,600
3252,600
3716,600
3996,600
2456,599
2492,599
2740,598
3104,598
3626,598
585,597
711,597
752,597
2197,597
2532,597
3244,597
3366,597
3627,596
3683,596
3836,596
4029,596
2272,595
2408,594
2895,594
740,593
1192,593
661,592
2055,592
2321,592
3121,592
3172,592
3945,592
4162,592
1014,591
1882,591
2917,591
3781,591
3845,591
3893,591
4023,591
414,590
1092,590
1695,590
3437,590
1391,589
2596,589
3171,589
3531,589
3791,588
3872,588
2387,587
3776,587
3965,587
1414,586
1850,586
2730,586
2789,586
705,585
1347,585
1465,585
3951,585
3609,584
415,583
2656,583
3680,583
3739,583
4072,583
324,582
345,582
1266,582
3377,582
1072,581
3394,581
1532,580
2591,580
4010,580
313,579
1393,579
2083,579
2636,579
2980,579
3802,579
3916,579
1158,578
1370,578
1872,578
2079,578
2528,578
3592,578
2543,577
2736,577
2776,577
3168,577
3785,577
3992,577
2312,576
3933,576
2363,575
3044,575
2012002,575
798,574
2076,574
2207,574
3369,574
966,573
1488,573
1964,573
2187,573
3039,573
3490,573
3550,573
4004,573
1615,572
3060,572
3852,572
524,571
831,571
3285,571
3607,571
3736,571
4006,571
2228,570
3262,570
3972,570
696,569
1376,569
3597,569
3656,569
180,568
3260,568
3326,568
1681,567
2274,567
3662,567
1877,566
2043,566
2684,566
2877,566
3937,566
2326,565
3530,565
3545,565
4035,565
1844,564
3633,564
3681,564
794,563
984,563
2138,563
2787,563
3028,563
491,562
1285,562
2095,562
2718,561
3008,561
3460,561
3723,561
3984,561
1166,560
3037,560
3455,560
3870,560
1382,559
2696,559
822,558
1956,558
3370,558
1593,557
2350,557
3676,557
1337,556
1837,556
2436,556
3787,556
3794,556
2500,555
2837,555
2036,554
3379,554
3813,554
4000,554
1301,553
2583,553
1418,552
2540,551
2641,551
3598,551
3835,551
4020,551
1825,550
2304,550
2864,550
3444,550
363,549
533,549
2406,549
3708,549
1268,548
3137,548
3735,548
370,547
2113,547
2173,547
2635,547
2767,547
2820,547
3156,547
2078,546
2765,546
3628,546
3962,546
3966,546
445,545
2107,545
2145,545
3108,545
2172,544
3574,544
3693,544
4019,544
4106,544
675,543
1806,543
1808,543
2137,543
2147,543
2464,543
3289,543
3632,543
3997,543
1074,542
3194,542
3269,542
981,541
2300,541
2480,541
3971,541
2757,540
2899,540
3012,540
3085,540
3509,540
3793,540
3973,540
396,539
2133,539
2719,539
3618,539
3694,539
4015,539
642,538
1368,538
1562,538
2433,538
2479,538
3767,538
3799,538
1156,537
2150,537
3517,537
700,536
1449,536
1587,536
2483,536
3325,536
3958,536
2012085,536
2692,535
2701,535
2094,534
3170,534
3443,534
3603,534
3779,534
3792,534
844,533
2067,533
2615,533
3755,533
1533,532
1728,532
2179,532
3296,532
3495,532
3631,532
3808,532
753,531
689,530
1214,530
2001,530
3083,530
3206,530
3615,530
3606,529
3921,529
4030,529
4040,529
2393,528
2886,528
4050,528
833,527
1057,527
1732,527
2693,527
3883,527
1379,526
1499,526
1876,526
2204,526
2379,526
2509,526
3521,526
832,525
2278,525
3571,525
801,524
3834,524
3894,524
563,523
690,523
1527,523
2702,523
3667,523
779,522
1280,522
2014,522
2235,522
2399,522
2845,522
3643,522
3666,522
4008,522
465,521
2340,521
2969,521
3207,521
1605,520
2675,520
2916,520
231,519
756,519
808,519
3079,519
3094,519
4104,519
4114,519
2683,518
3225,518
3600,518
461,517
616,517
707,517
2251,517
2310,517
3730,517
16,516
1041,516
3617,516
540,515
710,515
1196,515
1753,515
2211,515
2268,515
2422,515
3131,515
3485,515
3974,515
4022,515
369,514
788,514
3129,514
3304,514
148,513
739,513
1568,513
2467,513
3219,513
3942,513
364,512
2542,512
2565,512
2915,512
3251,512
3865,512
579,511
1173,511
1363,511
1442,511
3069,511
3418,511
3991,511
959,510
2026,510
3084,510
3306,510
3947,510
492,509
602,509
1575,509
1879,509
1926,509
2941,509
2970,509
3184,509
3291,509
3499,509
3519,509
3919,509
1338,508
1980,508
2063,508
2394,508
2688,508
2731,508
3429,508
720,507
1142,507
1194,507
1419,507
1847,507
2143,507
2203,507
1202,506
3050,506
3800,506
3931,506
3964,506
2507,505
2617,505
3342,505
3392,505
2364,504
2566,504
3230,504
3508,504
3512,504
3784,504
4048,504
2376,503
2538,503
321,502
1961,502
2597,502
3559,502
3670,502
599,501
725,501
2663,501
3397,501
3487,501
3806,501
1366,500
1469,500
2594,500
3030,500
3158,500
3334,500
3585,500
3635,500
3665,500
4084,500
205,499
933,499
995,499
1011,499
1169,499
1321,499
1375,499
1526,499
1552,499
1578,499
3059,499
3448,499
3707,499
915,498
2316,498
2940,498
617,497
1170,497
1470,497
1929,497
3307,497
864,496
1747,496
2038,496
2232,496
2660,496
3709,496
3878,495
863,494
1804,494
2091,494
2245,494
2858,494
3257,494
4111,494
538,493
976,493
1053,493
1881,493
2020,493
4054,493
748,492
2477,492
4100,492
795,491
1437,491
1768,491
1841,491
2194,491
2752,491
3586,491
4083,491
2012106,491
891,490
1344,490
3498,490
3641,490
3857,490
3905,490
455,489
1047,489
1055,489
1112,489
1468,489
1572,489
2547,489
3004,489
3646,489
227,488
1621,488
2015,488
2603,488
2901,488
3187,488
3241,488
3441,488
3657,488
3772,488
471,487
632,487
1044,487
1880,487
2499,487
3021,487
3438,487
3751,487
835,486
1090,486
1395,486
1534,486
1909,486
2158,486
2231,486
2706,486
2938,486
3722,486
464,485
849,485
2690,485
2851,485
3610,485
1460,484
2221,484
2359,484
3106,484
3891,484
1079,483
1261,483
2188,483
3061,483
3696,483
3705,483
3775,483
716,482
1594,482
2217,482
2712,482
2860,482
3272,482
3621,482
3790,482
425,481
1274,481
1608,481
2921,481
3427,481
3552,481
3753,481
758,480
802,480
3020,480
3216,480
3468,480
3636,480
460,479
1239,479
1310,479
2152,479
2418,479
3335,479
3462,479
2338,478
2486,478
2601,478
2695,478
2855,478
3488,478
866,477
1597,477
2243,477
2283,477
2306,477
3010,477
601,476
978,476
1831,476
2149,476
2183,476
2889,476
1004,475
1100,475
1282,475
1794,475
1969,475
2646,475
2832,475
2906,475
4009,475
2568,474
3353,474
1125,473
1287,473
1367,473
1649,473
2983,473
3493,473
3768,473
1438,472
2896,472
3265,472
1954,471
2208,471
2333,471
2366,471
2435,471
3467,471
3472,471
3594,471
3663,471
517,470
682,470
1307,470
2008,470
2090,470
3298,470
872,469
953,469
1504,469
1772,469
2012,469
2041,469
2206,469
2302,469
3382,469
3844,469
3957,469
701,468
797,468
823,468
987,468
1288,468
1873,468
2481,468
2497,468
3314,468
3435,468
3712,468
3928,468
4017,468
4027,468
897,467
1466,467
1530,467
1826,467
2257,467
2449,467
569,466
989,466
1968,466
2117,466
2793,466
1610,465
1894,465
2426,465
2653,465
2764,465
2878,465
2993,465
3239,465
3374,465
3761,465
4037,465
1600,464
2766,464
2927,464
3051,464
3161,464
3583,464
2012084,464
850,463
853,463
1231,463
2286,463
2926,463
2931,463
3297,463
1024,462
1203,462
1359,462
1514,462
2060,462
2428,462
2920,462
3501,462
3510,462
3637,462
3961,462
4094,462
1081,461
2106,461
2287,461
3454,461
3464,461
3504,461
3558,461
837,460
1040,460
1054,460
1302,460
2185,460
3176,460
4118,460
2008075,460
1291,459
1607,459
2261,459
2869,459
3364,459
3622,459
291,458
447,458
512,458
2442,458
2818,458
2954,458
3109,458
3196,458
3795,458
1220,457
1263,457
1457,457
2089,457
2098,457
2535,457
2574,457
3271,457
3500,457
3520,457
292,456
429,456
626,456
774,456
2271,456
2529,456
3936,456
4056,456
2405,455
3095,455
778,454
906,454
1355,454
1846,454
2081,454
2213,454
2611,454
2958,454
3034,454
4038,454
495,453
534,453
1135,453
1571,453
3029,453
3629,453
3664,453
407,452
1143,452
1950,452
2029,452
2313,452
2407,452
2798,452
3101,452
3565,452
3655,452
499,451
706,451
763,451
772,451
1025,451
1165,451
2772,451
3750,451
3879,451
2012079,451
678,450
1265,450
1416,450
3273,450
3587,450
648,449
782,449
968,449
1115,449
1606,449
2260,449
2348,449
2703,449
3089,449
3240,449
3249,449
3497,449
900,448
1272,448
1326,448
1830,448
2498,448
2598,448
2655,448
3591,448
762,447
993,447
1283,447
1296,447
1580,447
1602,447
1734,447
1928,447
2584,447
3734,447
410,446
516,446
1111,446
1349,446
1483,446
1960,446
2024,446
3456,446
614,445
1557,445
1791,445
1897,445
2288,445
2657,445
2726,445
2738,445
3098,445
3612,445
3630,445
4018,445
1932,444
2086,444
2674,444
3048,444
4032,444
1162,443
1588,443
1745,443
2077,443
3720,443
3721,443
1453,442
1555,442
2198,442
2553,442
2762,442
3261,442
3407,442
969,441
985,441
1085,441
1293,441
1613,441
1904,441
2226,441
2465,441
3310,441
3470,441
3599,441
4021,441
383,440
886,440
1210,440
1417,440
1547,440
1895,440
2229,440
2453,440
2732,440
2918,440
3560,440
3671,440
3673,440
3729,440
3977,440
389,439
620,439
665,439
703,439
1101,439
2021,439
2031,439
2254,439
2753,439
2964,439
3128,439
3396,439
3773,439
3778,439
4143,439
1073,438
2084,438
2455,438
2807,438
3589,438
3726,438
919,437
1559,437
1756,437
1792,437
2234,437
2977,437
3107,437
197,436
520,436
630,436
1251,436
1341,436
2516,436
2694,436
2949,436
3386,436
3715,436
3765,436
2009018,436
789,435
911,435
1654,435
1781,435
1788,435
1859,435
1995,435
2385,435
2505,435
3031,435
3142,435
3699,435
3988,435
4059,435
412,434
431,434
444,434
860,434
1189,434
2488,434
3873,434
1215,433
1294,433
1558,433
1884,433
2176,433
2270,433
2331,433
2339,433
2667,433
2800,433
3183,433
3403,433
3481,433
2012212,433
446,432
697,432
765,432
1433,432
1522,432
2108,432
3027,432
3423,432
923,431
1346,431
2102,431
2299,431
2622,431
2638,431
2961,431
3054,431
3388,431
3537,431
3841,431
613,430
1590,430
2650,430
2671,430
2794,430
3023,430
3381,430
3611,430
3706,430
558,429
1179,429
1381,429
1922,429
2016,429
2323,429
2438,429
2580,429
2592,429
2647,429
3110,429
3376,429
3588,429
3924,429
2012115,429
1585,428
1952,428
2242,428
2676,428
2922,428
3649,428
3749,428
745,427
1147,427
1782,427
2537,427
2808,427
2973,427
3063,427
3292,427
925,426
1521,426
2334,426
2414,426
2704,426
2873,426
3066,426
309,425
1425,425
2244,425
2943,425
3540,425
368,424
1318,424
1431,424
2153,424
2369,424
3417,424
257,423
436,423
885,423
992,423
2037,423
2104,423
2110,423
2411,423
2470,423
2524,423
2879,423
3017,423
3097,423
3134,423
3475,423
4058,423
478,422
1323,422
2075,422
2380,422
2474,422
3148,422
3162,422
3634,422
448,421
2602,421
3007,421
3300,421
2012007,421
1758,420
2189,420
2681,420
2761,420
3038,420
3112,420
3117,420
549,419
568,419
807,419
1908,419
2269,419
2642,419
2744,419
2768,419
2822,419
2935,419
2972,419
3336,419
3355,419
3549,419
3554,419
3578,419
4130,419
329,418
1120,418
1762,418
2196,418
3327,418
4134,418
1773,417
2192,417
2346,417
2445,417
2709,417
3516,417
3518,417
804,416
1128,416
1226,416
1795,416
1833,416
2573,416
2697,416
2948,416
2951,416
3201,416
3274,416
4151,416
159,415
320,415
1094,415
1863,415
2487,415
3281,415
3774,415
352,414
405,414
1093,414
1181,414
1618,414
2088,414
2264,414
2298,414
2506,414
2999,414
3178,414
3235,414
3348,414
3548,414
766,413
1386,413
1396,413
1472,413
1819,413
2448,413
2539,413
3033,413
3111,413
3145,413
3514,413
3557,413
4139,413
480,412
1217,412
1378,412
1625,412
1796,412
2002,412
2018,412
2054,412
2219,412
2345,412
2374,412
2439,412
2561,412
2666,412
2994,412
3047,412
3058,412
3238,412
3412,412
3604,412
3780,412
551,411
1193,411
1223,411
1582,411
1900,411
2100,411
2297,411
2634,411
2658,411
2871,411
2898,411
3057,411
3372,411
1048,410
1141,410
1322,410
1746,410
1839,410
1911,410
1935,410
2191,410
2724,410
2998,410
3002,410
3041,410
3154,410
3998,410
237,409
612,409
773,409
881,409
1066,409
1749,409
1852,409
2427,409
2612,409
2710,409
2827,409
3006,409
3198,409
3204,409
3469,409
3492,409
3528,409
3654,409
645,408
1187,408
1278,408
1342,408
1545,408
2164,408
2190,408
2347,408
2415,408
2955,408
2963,408
3312,408
4155,408
354,407
542,407
609,407
759,407
1247,407
1871,407
1962,407
2064,407
2432,407
2610,407
2801,407
2930,407
3284,407
519,406
980,406
1941,406
2344,406
2629,406
2784,406
3014,406
3070,406
3347,406
3538,406
3999,406
357,405
1637,405
2279,405
2661,405
3200,405
3582,405
1068,404
1539,404
1566,404
2282,404
2381,404
2510,404
2835,404
125,403
958,403
1656,403
1790,403
2335,403
2587,403
2627,403
2754,403
2805,403
2826,403
2876,403
3005,403
3019,403
3167,403
3202,403
3686,403
266,402
680,402
962,402
1698,402
2073,402
2317,402
3421,402
3568,402
3718,402
879,401
963,401
1033,401
1050,401
1388,401
1446,401
1487,401
2643,401
2887,401
2996,401
3133,401
3406,401
3661,401
2012228,401
193,400
790,400
862,400
1982,400
2423,400
3685,400
314,399
576,399
605,399
629,399
1110,399
2156,399
2180,399
2651,399
2777,399
3049,399
3072,399
504,398
582,398
1015,398
1581,398
1784,398
2322,398
2457,398
2523,398
2554,398
2910,398
3143,398
3224,398
3458,398
515,397
1172,397
1303,397
1563,397
1965,397
2737,397
2811,397
2953,397
3356,397
426,396
1163,396
1538,396
1780,396
2033,396
2308,396
2489,396
2883,396
3105,396
3463,396
4109,396
379,395
442,395
873,395
1700,395
2003,395
2165,395
2342,395
2409,395
2624,395
3125,395
3208,395
384,394
1129,394
1512,394
1599,394
1729,394
1910,394
1971,394
2336,394
2713,394
2975,394
1579,393
1586,393
1739,393
1984,393
2105,393
2609,393
2625,393
3102,393
3270,393
3320,393
3642,393
146,392
1595,392
2711,392
2902,392
3144,392
3195,392
3395,392
3399,392
4108,392
566,391
793,391
817,391
941,391
1270,391
1434,391
1570,391
1763,391
2205,391
2343,391
2357,391
2727,391
2911,391
2924,391
3062,391
3078,391
3127,391
3691,391
3786,391
945,390
1003,390
1152,390
1778,390
2252,390
2678,390
2893,390
3217,390
3677,390
679,389
1061,389
1153,389
1213,389
1241,389
2275,389
2280,389
2284,389
2358,389
2985,389
3218,389
527,388
673,388
695,388
723,388
724,388
1017,388
1273,388
1502,388
2392,388
2460,388
2475,388
2680,388
2987,388
3088,388
3502,388
4036,388
2012191,388
1118,387
1836,387
1974,387
2199,387
2201,387
2823,387
2885,387
3400,387
3507,387
3669,387
3700,387
3748,387
4001,387
664,386
667,386
734,386
856,386
1029,386
1358,386
1421,386
1496,386
1565,386
1660,386
1719,386
1783,386
2101,386
2215,386
2867,386
2881,386
2928,386
3135,386
3259,386
1491,385
1523,385
1591,385
1704,385
2239,385
2416,385
2429,385
3157,385
2009015,385
466,384
792,384
1428,384
1501,384
1519,384
1634,384
2013,384
2167,384
2778,384
2838,384
3433,384
3466,384
3777,384
4086,384
4092,384
702,383
952,383
1104,383
1422,383
2019,383
2142,383
2802,383
3461,383
3740,383
3769,383
4097,383
173,382
243,382
432,382
580,382
769,382
1319,382
2181,382
2517,382
2569,382
2866,382
2981,382
851,381
1010,381
1062,381
1134,381
1475,381
1869,381
2365,381
2419,381
2859,381
2933,381
2960,381
3428,381
3620,381
3754,381
286,380
942,380
1584,380
1930,380
2520,380
2522,380
2773,380
2806,380
3346,380
3678,380
4057,380
4087,380
686,379
1402,379
1509,379
1525,379
1659,379
2186,379
2305,379
2446,379
2755,379
2882,379
3138,379
3378,379
4064,379
259,378
402,378
1028,378
1333,378
1865,378
2040,378
2328,378
2341,378
2383,378
2512,378
3361,378
521,377
622,377
843,377
916,377
997,377
1001,377
1064,377
1246,377
1706,377
1977,377
1991,377
2099,377
2514,377
2717,377
2786,377
2834,377
3290,377
3576,377
3710,377
3733,377
2012190,377
267,376
479,376
600,376
691,376
1313,376
1354,376
1648,376
2071,376
2294,376
3152,376
3193,376
3232,376
3341,376
3452,376
3624,376
126,375
400,375
433,375
760,375
847,375
1693,375
1712,375
2052,375
2420,375
2614,375
3555,375
302,374
1056,374
1638,374
1720,374
2023,374
2119,374
2240,374
2373,374
2403,374
2783,374
2814,374
3003,374
3124,374
3482,374
304,373
656,373
676,373
1206,373
1890,373
2458,373
2541,373
2582,373
2620,373
2936,373
3092,373
840,372
1103,372
1455,372
1458,372
1677,372
1898,372
2170,372
2216,372
2595,372
2872,372
2962,372
3321,372
3363,372
3439,372
3471,372
3757,372
3963,372
1102,371
1389,371
1497,371
1616,371
1663,371
1940,371
2546,371
2616,371
2929,371
3299,371
3539,371
176,370
550,370
964,370
1185,370
1208,370
1281,370
1397,370
1643,370
1814,370
2121,370
2246,370
2526,370
2534,370
2743,370
2804,370
2945,370
3080,370
3640,370
3719,370
3744,370
305,369
435,369
462,369
1232,369
1308,369
1314,369
1405,369
1845,369
1886,369
2160,369
2644,369
2739,369
2947,369
3032,369
3055,369
4039,369
4079,369
470,368
1039,368
1201,368
1452,368
2301,368
2361,368
2388,368
2782,368
2797,368
3570,368
281,367
513,367
1132,367
1569,367
1927,367
2296,367
3065,367
3173,367
3247,367
3432,367
3506,367
3652,367
2012290,367
438,366
1230,366
1828,366
1843,366
1936,366
2404,366
2576,366
3115,366
3209,366
3278,366
3371,366
570,365
647,365
854,365
